ID,String,Draw,Pick,Creator,V1,V2,Watermark,White
41,Same-sex ice dancing.,,,NULL,TRUE,TRUE,NULL,TRUE
41,What's there a ton of in heaven?,0,1,NULL,TRUE,TRUE,NULL,FALSE
42,Samuel L. Jackson.,,,NULL,FALSE,FALSE,X3,TRUE
42,The terrorists.,,,NULL,TRUE,TRUE,NULL,TRUE
42,"What would grandma find disturbing, yet oddly charming?",0,1,NULL,TRUE,TRUE,NULL,FALSE
43,Making sex at her.,,,NULL,TRUE,FALSE,1.1,TRUE
43,What did the U.S. airdrop to the children of Afghanistan?,0,1,NULL,TRUE,TRUE,NULL,FALSE
44,German dungeon porn.,,,NULL,TRUE,TRUE,NULL,TRUE
44,What's the new fad diet?,0,1,NULL,TRUE,TRUE,NULL,FALSE
45,Bingeing and purging.,,,NULL,TRUE,TRUE,NULL,TRUE
45,"When I am the President of the United States, I will create the Department of ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
46,Ethnic cleansing.,,,NULL,TRUE,TRUE,NULL,TRUE
46,Major League Baseball has banned ____ for giving players an unfair advantage.,0,1,NULL,TRUE,TRUE,NULL,FALSE
47,Cheating in the Special Olympics.,,,NULL,TRUE,TRUE,NULL,TRUE
47,"When I am a billionare, I shall erect a 50-foot statue to commemorate ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
48,Nickelback.,,,NULL,TRUE,TRUE,NULL,TRUE
48,What don't you want to find in your Chinese food?,0,1,NULL,TRUE,TRUE,NULL,FALSE
49,Heteronormativity.,,,NULL,TRUE,TRUE,NULL,TRUE
49,What will I bring back in time to convince people that I am a powerful wizard?,0,1,NULL,TRUE,TRUE,NULL,FALSE
50,"Hey baby, come back to my place and I'll show you ____.",0,1,NULL,FALSE,FALSE,X3,FALSE
50,How am I maintaining my relationship status?,0,1,NULL,TRUE,TRUE,NULL,FALSE
50,William Shatner.,,,NULL,TRUE,TRUE,NULL,TRUE
51,____. It's a trap!,0,1,NULL,TRUE,TRUE,NULL,FALSE
51,Making a pouty face.,,,NULL,TRUE,TRUE,NULL,TRUE
52,Chainsaws for hands.,,,NULL,TRUE,TRUE,NULL,TRUE
52,"Coming to Broadway this season, ____: The Musical.",0,1,NULL,TRUE,TRUE,NULL,FALSE
53,The placenta.,,,NULL,TRUE,TRUE,NULL,TRUE
53,"While the United States raced the Soviet Union to the moon, the Mexican government funneled millions of pesos into research on ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
54,"After Hurricane Katrina, Sean Penn brought ____ to all the people of New Orleans.",0,1,NULL,TRUE,FALSE,1.1,FALSE
54,The profoundly handicapped.,,,NULL,TRUE,TRUE,NULL,TRUE
55,"Due to a PR fiasco, Walmart no longer offers ____.",0,1,NULL,TRUE,FALSE,1.1,FALSE
55,The Quesadilla Explosion Salad from Chili's.,,,NULL,FALSE,FALSE,X3,TRUE
55,Tom Cruise.,,,NULL,TRUE,TRUE,NULL,TRUE
56,During high school I never really fit in until I found ____ club.,0,1,NULL,FALSE,FALSE,X3,FALSE
56,Object permanence.,,,NULL,TRUE,TRUE,NULL,TRUE
56,What never fails to liven up the party?,0,1,NULL,TRUE,TRUE,NULL,FALSE
57,"But before I kill you, Mr. Bond, I must show you ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
57,Goblins.,,,NULL,TRUE,TRUE,NULL,TRUE
58,An icepick lobotomy.,,,NULL,TRUE,TRUE,NULL,TRUE
58,What gives me uncontrollable gas?,0,1,NULL,TRUE,TRUE,NULL,FALSE
59,Arnold Schwarzenegger.,,,NULL,TRUE,TRUE,NULL,TRUE
59,What's my secret power?,0,1,NULL,TRUE,TRUE,NULL,FALSE
60,"As part of his contract, Prince won't perform without ____ in his dressing room.",0,1,NULL,FALSE,FALSE,X3,FALSE
60,Hormone injections.,,,NULL,TRUE,TRUE,NULL,TRUE
60,"When Pharaoh remained unmoved, Moses called down a plague of ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
61,A falcon with a cap on its head.,,,NULL,TRUE,TRUE,NULL,TRUE
61,"As part of his daily regimen, Anderson Cooper sets aside 15 minutes for ____.",0,1,NULL,FALSE,FALSE,X3,FALSE
61,The class field trip was completely ruined by ____.,0,1,NULL,TRUE,TRUE,NULL,FALSE
62,Foreskin.,,,NULL,TRUE,TRUE,NULL,TRUE
62,What do old people smell like?,0,1,NULL,TRUE,TRUE,NULL,FALSE
63,Dying.,,,NULL,TRUE,TRUE,NULL,TRUE
63,What am I giving up for Lent?,0,1,NULL,TRUE,TRUE,NULL,FALSE
64,"In Michael Jackson's final moments, he thought about ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
64,Stunt doubles.,,,NULL,TRUE,FALSE,1.1,TRUE
65,"In an attempt to reach a wider audience, the Smithsonian Museum of Natural History has opened an interactive exhibit on ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
65,The invisible hand.,,,NULL,TRUE,TRUE,NULL,TRUE
66,Jew-fros.,,,NULL,TRUE,TRUE,NULL,TRUE
66,Why do I hurt all over?,0,1,NULL,TRUE,TRUE,NULL,FALSE
67,A really cool hat.,,,NULL,TRUE,TRUE,NULL,TRUE
67,Studies show that lab rats navigate mazes 50% faster after being exposed to ____.,0,1,NULL,TRUE,TRUE,NULL,FALSE
68,Flash flooding.,,,NULL,TRUE,TRUE,NULL,TRUE
68,"I do not know with which weapons World War III will be fought, but World War IV will be fought with ____.",0,1,NULL,TRUE,TRUE,NULL,FALSE
69,Flavored condoms.,,,NULL,TRUE,FALSE,1.1,TRUE
69,Life was difficult for cavemen before ____.,0,1,NULL,TRUE,FALSE,1.1,FALSE
70,Dying of dysentery.,,,NULL,TRUE,TRUE,NULL,TRUE
70,What's Teach for America using to inspire inner city students to succeed?,0,1,NULL,TRUE,TRUE,NULL,FALSE
71,Sexy pillow fights.,,,NULL,TRUE,TRUE,NULL,TRUE
71,What's the crustiest?,0,1,NULL,TRUE,TRUE,NULL,FALSE
72,____: Good to the last drop.,0,1,NULL,TRUE,TRUE,NULL,FALSE
72,The Three-Fifths compromise.,,,NULL,TRUE,TRUE,NULL,TRUE
73,A sad handjob.,,,NULL,TRUE,TRUE,NULL,TRUE
73,What did Vin Diesel eat for dinner?,0,1,NULL,TRUE,TRUE,NULL,FALSE
74,"____: kid-tested, mother-approved.",0,1,NULL,TRUE,TRUE,NULL,FALSE
74,Men.,,,NULL,TRUE,TRUE,NULL,TRUE
75,Historically black colleges.,,,NULL,TRUE,TRUE,NULL,TRUE
75,What gets better with age?,0,1,NULL,TRUE,TRUE,NULL,FALSE
76,Sean Penn.,,,NULL,TRUE,TRUE,NULL,TRUE
76,Why am I sticky?,0,1,NULL,TRUE,TRUE,NULL,FALSE
77,Heartwarming orphans.,,,NULL,TRUE,TRUE,NULL,TRUE
77,What's my anti-drug?,0,1,NULL,TRUE,TRUE,NULL,FALSE
78,And the Academy Award for ____ goes to ____.,0,2,NULL,TRUE,TRUE,NULL,FALSE
78,Waterboarding.,,,NULL,TRUE,TRUE,NULL,TRUE
79,And what did you bring for show and tell?,0,1,NULL,FALSE,FALSE,X3,FALSE
79,"For my next trick, I will pull ____ out of ____.",0,2,NULL,TRUE,TRUE,NULL,FALSE
79,The clitoris.,,,NULL,TRUE,TRUE,NULL,TRUE
80,____ is a slippery slope that leads to ____.,0,2,NULL,TRUE,TRUE,NULL,FALSE
80,Vikings.,,,NULL,TRUE,TRUE,NULL,TRUE
81,Friends who eat all the snacks.,,,NULL,TRUE,TRUE,NULL,TRUE
81,"In M. Night Shyamalan's new movie, Bruce Willis discovers that ____ had really been ____ all along.",0,2,NULL,TRUE,TRUE,NULL,FALSE
81,Violating the First Law of Robotics.,,,NULL,FALSE,FALSE,X3,TRUE
82,"In a world ravaged by ____, our only solace is ____.",0,2,NULL,TRUE,TRUE,NULL,FALSE
82,The Underground Railroad.,,,NULL,TRUE,TRUE,NULL,TRUE
82,Vomiting mid-blowjob.,,,NULL,FALSE,FALSE,X3,TRUE
83,"In his new summer comedy, Rob Schneider is ____ trapped in the body of ____.",0,2,NULL,TRUE,FALSE,1.1,FALSE
83,Pretending to care.,,,NULL,TRUE,TRUE,NULL,TRUE
84,Raptor attacks.,,,NULL,TRUE,TRUE,NULL,TRUE
84,Rumor has it that Vladimir Putin's favorite dish is ____ stuffed with ____.,0,2,NULL,TRUE,TRUE,NULL,FALSE
85,A micropenis.,,,NULL,TRUE,TRUE,NULL,TRUE
85,I never truly understood ____ until I encountered ____.,0,2,NULL,TRUE,TRUE,NULL,FALSE
85,"Running naked through a mall, pissing and shitting everywhere.",,,NULL,FALSE,FALSE,X3,TRUE
86,A Gypsy curse.,,,NULL,TRUE,TRUE,NULL,TRUE
86,Make a haiku.,2,3,NULL,TRUE,TRUE,NULL,FALSE
86,Running out of stamina.,,,NULL,FALSE,FALSE,X3,TRUE
87,Agriculture.,,,NULL,TRUE,TRUE,NULL,TRUE
87,"Lifetime presents ____, the story of ____.",0,2,NULL,TRUE,TRUE,NULL,FALSE
88,Bling.,,,NULL,TRUE,TRUE,NULL,TRUE
88,"Listen, son. If you want to get involved with ____, I won't stop you. Just steer clear of ____.",0,2,NULL,FALSE,FALSE,X3,FALSE
88,"When I was tripping on acid, ____ turned into ____.",0,2,NULL,TRUE,TRUE,NULL,FALSE
89,A clandestine butt scratch.,,,NULL,TRUE,TRUE,NULL,TRUE
89,Blood farts.,,,NULL,FALSE,FALSE,X3,TRUE
89,"That's right, I killed ____. How, you ask? ____.",0,2,NULL,TRUE,TRUE,NULL,FALSE
90,____ + ____ = ____.,2,3,NULL,TRUE,TRUE,NULL,FALSE
90,The South.,,,NULL,TRUE,TRUE,NULL,TRUE
91,Maybe she's born with it. Maybe it's ____.,0,1,NULL,FALSE,TRUE,1.2,FALSE
91,Sniffing glue.,,,NULL,TRUE,TRUE,NULL,TRUE
92,Consultants.,,,NULL,TRUE,TRUE,NULL,TRUE
92,"Dear Abby, I'm having some trouble with ____ and would like your advice.",0,1,NULL,FALSE,TRUE,1.2,FALSE
93,My humps.,,,NULL,TRUE,TRUE,NULL,TRUE
93,What's the next superhero/sidekick duo?,0,2,NULL,FALSE,TRUE,1.2,FALSE
94,Geese.,,,NULL,TRUE,TRUE,NULL,TRUE
94,"In L.A. County Jail, word is you can trade 200 cigarettes for ____.",0,1,NULL,FALSE,TRUE,1.2,FALSE
95,"After the earthquake, Sean Penn brought ____ to the people of Haiti.",0,1,NULL,FALSE,TRUE,1.2,FALSE
95,Being a dick to children.,,,NULL,TRUE,TRUE,NULL,TRUE
96,"Next on ESPN2, the World Series of ____.",0,1,NULL,FALSE,TRUE,1.2,FALSE
96,Party poopers.,,,NULL,TRUE,TRUE,NULL,TRUE
97,Step 1: ____. Step 2: ____. Step 3: Profit.,0,2,NULL,FALSE,TRUE,1.2,FALSE
97,Sunshine and rainbows.,,,NULL,TRUE,TRUE,NULL,TRUE
98,Life for American Indians was forever changed when the White Man introduced them to ____.,0,1,NULL,FALSE,TRUE,1.2,FALSE
98,YOU MUST CONSTRUCT ADDITIONAL PYLONS.,,,NULL,TRUE,TRUE,NULL,TRUE
99,Mutually-assured destruction.,,,NULL,TRUE,TRUE,NULL,TRUE
100,Heath Ledger.,,,NULL,TRUE,FALSE,1.1,TRUE
101,Sexting.,,,NULL,TRUE,TRUE,NULL,TRUE
102,An Oedipus complex.,,,NULL,TRUE,TRUE,NULL,TRUE
103,Eating all of the cookies before the AIDS bake-sale.,,,NULL,TRUE,TRUE,NULL,TRUE
104,A sausage festival.,,,NULL,TRUE,TRUE,NULL,TRUE
105,Michael Jackson.,,,NULL,TRUE,TRUE,NULL,TRUE
106,Skeletor.,,,NULL,TRUE,TRUE,NULL,TRUE
107,Chivalry.,,,NULL,TRUE,TRUE,NULL,TRUE
107,Slapping a racist old lady.,,,NULL,FALSE,FALSE,X3,TRUE
108,Sharing needles.,,,NULL,TRUE,TRUE,NULL,TRUE
109,Being rich.,,,NULL,TRUE,TRUE,NULL,TRUE
110,Muzzy.,,,NULL,TRUE,FALSE,1.1,TRUE
111,Count Chocula.,,,NULL,TRUE,TRUE,NULL,TRUE
112,Spontaneous human combustion.,,,NULL,TRUE,TRUE,NULL,TRUE
113,College.,,,NULL,TRUE,TRUE,NULL,TRUE
114,Necrophilia.,,,NULL,TRUE,TRUE,NULL,TRUE
115,The Chinese gymnastics team.,,,NULL,TRUE,TRUE,NULL,TRUE
116,Global warming.,,,NULL,TRUE,TRUE,NULL,TRUE
117,Farting and walking away.,,,NULL,TRUE,TRUE,NULL,TRUE
118,Emotions.,,,NULL,TRUE,TRUE,NULL,TRUE
119,Uppercuts.,,,NULL,TRUE,TRUE,NULL,TRUE
120,Cookie Monster devouring the Eucharist wafers.,,,NULL,TRUE,FALSE,1.1,TRUE
121,Stifling a giggle at the mention of Hutus and Tutsis.,,,NULL,TRUE,TRUE,NULL,TRUE
122,Penis envy.,,,NULL,TRUE,TRUE,NULL,TRUE
123,Letting yourself go.,,,NULL,TRUE,FALSE,1.1,TRUE
124,White people.,,,NULL,TRUE,TRUE,NULL,TRUE
125,Dick Cheney.,,,NULL,TRUE,TRUE,NULL,TRUE
126,Leaving an awkward voicemail.,,,NULL,TRUE,TRUE,NULL,TRUE
127,Yeast.,,,NULL,TRUE,TRUE,NULL,TRUE
128,Natural selection.,,,NULL,TRUE,TRUE,NULL,TRUE
128,You have been waylaid by ____ and must defend yourself.,0,1,NULL,FALSE,FALSE,X3,FALSE
129,Masturbation.,,,NULL,TRUE,TRUE,NULL,TRUE
130,Twinkies.,,,NULL,TRUE,FALSE,1.1,TRUE
131,A LAN party.,,,NULL,TRUE,FALSE,1.1,TRUE
132,Opposable thumbs.,,,NULL,TRUE,TRUE,NULL,TRUE
133,A grande sugar-free iced soy caramel macchiato.,,,NULL,TRUE,FALSE,1.1,TRUE
134,A greased-up Matthew McConaughey.,,,NULL,FALSE,FALSE,X3,TRUE
134,Soiling oneself.,,,NULL,TRUE,TRUE,NULL,TRUE
135,A sassy black woman.,,,NULL,TRUE,TRUE,NULL,TRUE
135,Some douche with an acoustic guitar.,,,NULL,FALSE,FALSE,X3,TRUE
136,Some kind of bird-man.,,,NULL,FALSE,FALSE,X3,TRUE
136,Sperm whales.,,,NULL,TRUE,TRUE,NULL,TRUE
137,Teaching a robot to love.,,,NULL,TRUE,TRUE,NULL,TRUE
138,Scrubbing under the folds.,,,NULL,TRUE,TRUE,NULL,TRUE
139,A drive-by shooting.,,,NULL,TRUE,TRUE,NULL,TRUE
140,Whipping it out.,,,NULL,TRUE,TRUE,NULL,TRUE
141,Panda sex.,,,NULL,TRUE,TRUE,NULL,TRUE
142,Catapults.,,,NULL,TRUE,TRUE,NULL,TRUE
143,Will Smith.,,,NULL,TRUE,FALSE,1.1,TRUE
144,Toni Morrison's vagina.,,,NULL,TRUE,TRUE,NULL,TRUE
145,Five-Dollar Footlongs.,,,NULL,TRUE,TRUE,NULL,TRUE
146,Land mines.,,,NULL,TRUE,TRUE,NULL,TRUE
147,A sea of troubles.,,,NULL,TRUE,TRUE,NULL,TRUE
148,A zesty breakfast burrito.,,,NULL,TRUE,TRUE,NULL,TRUE
149,Christopher Walken.,,,NULL,TRUE,TRUE,NULL,TRUE
150,Friction.,,,NULL,TRUE,TRUE,NULL,TRUE
151,Balls.,,,NULL,TRUE,TRUE,NULL,TRUE
152,AIDS.,,,NULL,TRUE,TRUE,NULL,TRUE
153,The KKK.,,,NULL,TRUE,TRUE,NULL,TRUE
154,Figgy pudding.,,,NULL,TRUE,TRUE,NULL,TRUE
155,Filling every orifice with butterscotch pudding.,,,NULL,FALSE,FALSE,X3,TRUE
155,Seppuku.,,,NULL,TRUE,TRUE,NULL,TRUE
156,Finally! A service that delivers ____ right to your door.,0,1,NULL,FALSE,FALSE,X3,FALSE
156,Marky Mark and the Funky Bunch.,,,NULL,TRUE,FALSE,1.1,TRUE
157,Gandhi.,,,NULL,TRUE,TRUE,NULL,TRUE
158,Dave Matthews Band.,,,NULL,TRUE,FALSE,1.1,TRUE
159,Preteens.,,,NULL,TRUE,TRUE,NULL,TRUE
160,The token minority.,,,NULL,TRUE,TRUE,NULL,TRUE
161,Friends with benefits.,,,NULL,TRUE,TRUE,NULL,TRUE
162,Re-gifting.,,,NULL,TRUE,TRUE,NULL,TRUE
163,Pixelated bukkake.,,,NULL,TRUE,TRUE,NULL,TRUE
164,Substitute teachers.,,,NULL,TRUE,FALSE,1.1,TRUE
165,Take-backsies.,,,NULL,TRUE,TRUE,NULL,TRUE
166,A thermonuclear detonation.,,,NULL,TRUE,TRUE,NULL,TRUE
167,The Tempur-Pedic Swedish Sleep System.,,,NULL,TRUE,TRUE,NULL,TRUE
168,Waiting 'til marriage.,,,NULL,TRUE,TRUE,NULL,TRUE
169,A tiny horse.,,,NULL,TRUE,TRUE,NULL,TRUE
170,A can of whoop-ass.,,,NULL,TRUE,TRUE,NULL,TRUE
171,Dental dams.,,,NULL,TRUE,TRUE,NULL,TRUE
172,Feeding Rosie O'Donnell.,,,NULL,TRUE,TRUE,NULL,TRUE
173,Old-people smell.,,,NULL,TRUE,TRUE,NULL,TRUE
174,Genghis Khan.,,,NULL,TRUE,TRUE,NULL,TRUE
175,Authentic Mexican cuisine.,,,NULL,TRUE,TRUE,NULL,TRUE
176,Oversized lollipops.,,,NULL,TRUE,TRUE,NULL,TRUE
177,Garth Brooks.,,,NULL,TRUE,FALSE,1.1,TRUE
178,Keanu Reeves.,,,NULL,TRUE,TRUE,NULL,TRUE
179,Drinking alone.,,,NULL,TRUE,TRUE,NULL,TRUE
180,Drinking ten 5-hour ENERGYs to get fifty continuous hours of energy.,,,NULL,FALSE,FALSE,X3,TRUE
180,The American Dream.,,,NULL,TRUE,TRUE,NULL,TRUE
181,Taking off your shirt.,,,NULL,TRUE,TRUE,NULL,TRUE
182,Giving 110%.,,,NULL,TRUE,TRUE,NULL,TRUE
183,Flesh-eating bacteria.,,,NULL,TRUE,TRUE,NULL,TRUE
184,Child abuse.,,,NULL,TRUE,TRUE,NULL,TRUE
185,A cooler full of organs.,,,NULL,TRUE,TRUE,NULL,TRUE
186,A moment of silence.,,,NULL,TRUE,TRUE,NULL,TRUE
187,The Rapture.,,,NULL,TRUE,TRUE,NULL,TRUE
188,Keeping Christ in Christmas.,,,NULL,TRUE,FALSE,1.1,TRUE
189,RoboCop.,,,NULL,TRUE,TRUE,NULL,TRUE
190,That one gay Teletubby.,,,NULL,TRUE,FALSE,1.1,TRUE
191,"Sweet, sweet vengeance.",,,NULL,TRUE,TRUE,NULL,TRUE
192,Fancy Feast.,,,NULL,TRUE,TRUE,NULL,TRUE
193,Pooping back and forth. Forever.,,,NULL,TRUE,TRUE,NULL,TRUE
194,Being a motherfucking sorcerer.,,,NULL,TRUE,TRUE,NULL,TRUE
195,Jewish fraternities.,,,NULL,TRUE,TRUE,NULL,TRUE
196,Edible underpants.,,,NULL,TRUE,TRUE,NULL,TRUE
197,Poor people.,,,NULL,TRUE,TRUE,NULL,TRUE
198,All-you-can-eat shrimp for $4.99.,,,NULL,TRUE,TRUE,NULL,TRUE
199,Britney Spears at 55.,,,NULL,TRUE,TRUE,NULL,TRUE
200,That thing that electrocutes your abs.,,,NULL,TRUE,TRUE,NULL,TRUE
201,The folly of man.,,,NULL,TRUE,TRUE,NULL,TRUE
202,Fiery poops.,,,NULL,TRUE,TRUE,NULL,TRUE
203,Cards Against Humanity.,,,NULL,TRUE,TRUE,NULL,TRUE
204,A murder most foul.,,,NULL,TRUE,TRUE,NULL,TRUE
205,Me time.,,,NULL,TRUE,TRUE,NULL,TRUE
206,The inevitable heat death of the universe.,,,NULL,TRUE,TRUE,NULL,TRUE
207,Nocturnal emissions.,,,NULL,TRUE,TRUE,NULL,TRUE
208,Daddy issues.,,,NULL,TRUE,TRUE,NULL,TRUE
